id	C3_raw	C4_raw	C7_raw	C8_raw	A9_raw	A10_raw	A11_raw	A12_raw	A14_raw	A15_raw
TM9SF3	2228.043871	4073.867832	7495.007154	5092.875595	4810.200366	4288.941939	4798.03346	5320.32979	5870.676037	4731.58035
MDM1	395.8795166	723.8550155	798.915	488.9119431	600	542.9298246	594	850.9672131	671	677.8813115
C8orf4	79	125	157	61	121	95	78	127	166	111
UBQLN4	471	1011	1072	714	602	563	839	680	695	624
AGPAT3	1951	2936	4298	3185	2153	2145	2774	2987	3226	3061
AGPAT4	1399.977778	2796.021746	3836.031286	1906.01172	2069.98	1712.02794	2600.9875	2687.008089	3049.027918	2639.011462
DPYSL5	710	1703	2129	976	1034	897	2604	1684	1343	1909
WRNIP1	706	1754	1822	1208	930	872	1236	1200	1113	1134
BDH2	333	678	603	449	585	398	502	840	758	477
ANKS1B	5946.061868	11129.8879	10409.21264	7562.008564	6538.724797	6317.733418	7037.273698	8654.310608	8612.720173	7878.423493
TMEM167B	569	1000	1652	1256.911512	1064	978.9354839	1007	1173	1490	1093.43764
NDUFA4L2	105	158	117	68	64	119	84	128	186	236
PNO1	130	270	403	355	205	219	279	396	350	243
PAPOLB	21	18	41	23	13	20	22	27	34	23
SH3GLB2	1837.000471	3359.224961	5572.174824	3352.089701	2143.490373	2043.340151	2523.460162	3026.809031	3329.801777	3656.87279
C15orf39	95	133	160	105	69	73	131	126	136	134
THAP10	76	155	206	164	133	127	148	134	206	177
SPIRE1	2424.991545	5533.984229	6407.984886	4731.960477	4119.983178	3158.975972	5105.942631	4699.946754	4747.987558	3734.966028
STARD7	2295	5541	6640	4681	4011	3366	4714	4866	4561	3905
C21orf7	26	9	24	32	6	35	26	27	57	59
C11orf60	587	1343.959632	1381	813	810	739	1059	1007	1166.985401	965
C1GALT1	129	230	363	277	221	229	257	305	375	287
OTOR	0	0	0	1	0	1	0	1	0	0
EXOSC5	115	252	363.8952275	246	197	163	226	228.0277982	262	253
SMARCAD1	1541	2629	3351	2275	2257	2143	2259	2969	3039	2576
MEIS3	733.7798931	904	1115.971456	654.5710912	420.7837665	465.9160301	276	672	511.9246307	573
DKFZp547H025	0	9	4	0	3	3	4	1	12	7
DHX33	456.7	747	912.0022706	687.1388622	455.0238195	428	658.8867925	701.0073878	864	627.3775522
SEMA3G	106	115	481	197	86	172	114	226	492	455
MCCC1	1175.860557	2322.947646	2418.174976	1686.157973	1550.000891	1452.060274	1623.913607	2132	2033	1933.459859
NMUR2	35	53	38	79	64	49	129	124	36	38
PAK6	674	699	1490.824769	1291.033828	553.0406128	610	592	872	1046	1186
LXN	32	43	58	34	49	35	59	94	82	96
NCLN	542	933	966	783	426	442	824	804	811	969
GPR108	468	1163.99585	1160.755459	611.4227511	688	539.9002368	875.9499561	869.9010018	978.9108645	969.635412
SPPL2B	449	708	709	660	396	445	449	834	774	717
FEM1C	997	1612	2601	1844	1509	1529	1853	1915	2245	1943
DUS3L	189	301	369.7481825	350	171	224	225	327	295	415
CA10	719	1211	2614	1635	1105	1046	941	849	868	849
C11orf75	18	33	40	60	29	47	29	41	44	34
PMEPA1	376	631	1055	831	547	437	820	727	644	510
ARNTL2	433	663	1317	719	625	544	720	644	764	602
DUSP22	511.5721038	1070	1473.823399	788.4522031	1072	768.7080642	1103.45921	964.0101582	1307.867815	878
C3orf37	535	808.0767047	1223.896103	926.9047584	653	836.0145508	727	760	930.9090603	873.4876725
C16orf61	273.9521152	643.9352518	937	437	509	489.7890969	532	522.9603968	561.584259	496.6678916
ENY2	422	635	1176.989041	687	748.9874851	611.9589726	582	826	915	727
OLFML3	32	96	51	72	71	60	121	88	77	99
MRPS22	531	1166	1391	900	911	789	902	999	1048	871
C11orf30	859	1812	1403	856	976	805	1445	1429	1475	1151
MFF	1320.21424	2613.878563	3131.152823	2109.729823	2004.960971	1774.819653	2196.043672	2309.038729	2459.46465	2021.027742
C14orf124	284	546	598	397	567	316	548	539	558	500
XAB2	607	1182	1224	882	631	659	979	932	1117	1110
SMYD2	466	1124.172668	2432.940451	1232.974153	1107	1004	1209.957124	807.9645557	1112.947733	881.9821429
C5orf15	223	497	811	550	492	443	444	650	669	597
PRTFDC1	424	638.7001026	1069	680.5182714	711.8756658	720.9561451	666	1081.967912	933.916034	1086.888493
NT5M	96	174	256.0200571	187	125	111	110	182	212	157
NIT2	359	628	963	592	578	575	390	662	770	676
MEPE	96	191	221	254	157	137	154	216	285	69
LHX9	0	3	4	1	0	0	0	2	0	0
OTUD7B	1038	1964	2090.013775	1544	1624	1381.008733	1979.018625	2886.869048	2478	2189.006561
SHD	93	223	244.0735872	218.6896313	97	131.0203941	102	83.00987436	137	106
RGMA	552	998	911	848	471	439	609	1136	1437	977
WDR93	37	57	48	13	38	34	28	50	70	52
PARP6	1634	3495.936892	4132.749177	2476	2315.961117	1730.010732	2557.889721	2551.041965	2645	2034.42289
RPL23AP13	276	262	322	184	212	213	226	266	294	269
ATXN7L3	2149	4275	5893	3804	2536	2541	3064	2755	3457	3262
CEACAM19	40	76	46	37	35	63	49	56	64	45
FAM20C	114	173	183	132	108	83	147	271	261	186
STOX2	1475	2727	3055	1921	1655	1525	2061	2115	2334	2162
PRDM8	755	1145	1299.583333	954.3966981	659	636	1277.001625	876	878	946
PRDM10	359.0351587	875.0233837	993	554	557	473.9090909	668	673	598	637
PRDM11	141	268	362	224	174	174	221	212	226	262
KTELC1	272	467	584	392	427.8965517	466.863412	522.9746835	476	573	423
PSMG2	349	641	894	589	628	581	613	720	693	639
C17orf48	94	248	237	191	151	166	175	259	218	244
DTWD1	239.0424842	437	475.1102323	317.3261264	390.096753	289.129517	389.0593797	493.0562109	500.1189712	380
BBX	1313.13174	2978.142953	2729.309438	1597.190169	2197.516409	1794.148995	2552.000714	2741.110932	3061.001833	2476.129803
CDC42SE2	421	982	1598	914	775	765	893	905.0131789	1116	796
KIF15	87	169	191	92	81	72	132	169	142	138
TOMM22	280	652	1073	647	470	486	569	531	632	482
CHPT1	1435	1775	2277	1924	1483	1246	1943	2206	2609	1841
TULP4	4467	7036	10477	6482	5869	5158	7691	7606	7747	6898
SLC12A9	213	421	439	279	265	207	477	412	430	416
CABC1	684	1661	1511	1000	990.0275247	886	1260	1200	1172	1170
CTNNBIP1	444	585	1236	974	529	542	538.567744	817	959	943
ADAMTS9	255	941	392	416	536	383	791	1192	844	415
ACN9	43	104	190	116	103	70	101	80	141	127
C7orf36	70	145	160	123	95	134	105	136	173	125
CCDC47	1918	3312	3899	3023	2890	2486	3201	3892	4094	3499
CXCR7	110	111	137	108	114	181	131	162	158	226
CABP4	5	11	8	5	2	9	9	9	12	13
AKR1B10	3	2	0	2	0	2	1	4	4	4
COQ9	683	1252	1243.908411	839.5396754	710	613.0232446	995	1068.97368	962.7888729	856.8222977
CCNL1	1058	2172	1921	1646	1626	1390	1535	2214	2368	1771
CIAPIN1	295.774729	710	1078.627933	585	527.5179528	399.0180609	680	580.2832073	745.8124557	492.4696611
C16orf62	2191	4004.961508	5058.544916	3193.422337	3030.551804	2852.063189	3892.707528	4437.810603	4321.941918	3853.697291
PDXP	1110	1977	3077	2145	1263	1252	1504	1634	1945	1903
SLC17A7	6431.036548	10358.06014	19370.07564	13657.69413	7441.887027	6209.268448	9040.067711	10603.95019	10909.18974	10381.90736
C1orf63	1618	2400	2372	889	1537	1430	2338	2057	2043	2233
ANKMY2	935.0275647	1674	2594	1996.008232	1434.960265	1181.983871	1088	1516	1855	1629
RARS2	675.7623095	1060.044493	1232.771028	869.5007009	932.8682783	918.8033195	818.9028448	1245.053333	1466.233296	1144.86037
TWSG1	272	450	800	561	557	415	508	726	700	729
PLSCR2	1	5	4	0	1	1	1	3	3	1
PLSCR3	132	140	191	132	98	112	156	152	189	181
UTP3	243	288	513	333	296	319	342	369	434	344
CHRNA10	15	22	12	6	10	9	26	23	17	27
TBX20	2	1	4	5	0	0	1	1	1	3
PCBP4	1476	2212	2451.092281	1623.182275	1551	1441.038383	1941.008818	2737	2877	2746.232384
HYMAI	20	38	61	39	26	34	38	42	34	42
DDX24	4074	9680	12469	9439	7240	6800	6523	6762	7949	6953
CASC5	11	19	10	10	7	6	8	19	27	31
SLC17A6	183	446	879	791	525	385	600	245	395	193
AGTRAP	66	157	132	89	76	104	166	161	166	194
PLSCR4	874	786	1145	943	917	1243.376901	821	2148	1980	1674.243598
ENTPD7	301	427	676	503	458	434	491	629	557	433
CASS4	15	18	20	15	6	10	25	19	20	15
PCNP	1120.030179	1558.369297	3663.150683	2262.665323	2252.934649	2244.649717	1910.67832	2340.447506	2754.700858	2188.929419
TRIM49	0	1	0	0	2	3	0	0	0	0
CPA6	0	5	0	2	0	13	2	5	1	5
C1orf128	1218.018849	3487.850703	4066.597576	2920.99274	2610.689798	2388.994095	2413.981982	2222.348101	2832.568912	2220.922543
RPGRIP1	14	15	14	9	11	13	19	31	15	21
PARP11	345	514	766.002789	622.0024824	460	420	509	762	682.0015759	660.257623
AVEN	123	243	265	155	188	129	273	225	223	174
ANO2	143	334	126	124	128	154	301	240	169	189
C12orf4	705.9642857	1441	2184.767112	1248.973578	1122.026171	1032	1148.014522	1298.832451	1346	1204.662695
C12orf5	265	667	988	520	535	423	717	574	795	412
PNPLA2	436	514	468	503	220	205	522	547	620	535
CYSLTR2	33	53	32	29	34	34	45	54	50	56
NAT14	173	379	627	312	235	201	348	293	308	287
PDSS2	144	308	364	233	240	187	295	261	271	215
REXO4	335	700	770	259	345	327	601.0509356	462	473	431
HRASLS	82	130	235	156	123	108	105	156	131	139
RAB25	2	12	10	4	2	7	3	7	12	8
TRPC7	15	8	16	2	8	9	2	11	9	1
ZNF695	9	30	32	26	11	8	13	29	13	25
INTS12	167	354	324	201	219	258	301	370	393	264
CAMK1D	1668	2859	4121	2958	2090	2295	2110	1955	2652	2380
SPINLW1	3	3	4	2	0	3	15	4	6	3
GOPC	1388	2463	3809	2125	2162	2004	2251	2371	2366	2253
LPAR5	35	75	42	58	53	44	85	77	71	112
NUP107	601	1062.760749	1382.826271	888.8632546	1100	1061.095327	1034	1461.068877	1521	1209.01663
CD248	14	16	21	13	10	7	14	16	46	14
PLXDC1	514	736	1104.617753	551.8716334	426	367	548	518	719	458
CD177	13	16	13	12	3	15	18	10	9	10
RHBG	14	3	2	16	3	1	0	10	14	5
LYRM4	236	505	648.0989984	394	334	267	313	362	429	401
MRPL47	320	776	1056	650	577	513	657	689	817	591
ATP13A1	820	1379	1320	1031	699	593	1070	1133	1095	1119
CHMP1B	394	639	1100	760	553	469	632	573	759	774
MAN1C1	871	1502	1282	1227	946	909	1305	1053	1513	1219
C20orf3	999	2216	2878	2400	1575	1670	1860	1958	2152	1857
RGL3	147.002099	281	144	101	87	36	201	199	189	126
RNPEPL1	307	454	399	272	216	206	414	423	427	390
RTN4	7707.267468	19279.58937	33066.10407	19149.45921	16908.91392	14949.03399	17143.80898	14210.89388	18295.44911	15003.34323
ADCK1	189	404	377	233.0112115	262	286	304	329.9230769	335	369
PAK7	669	1147	1981	1047	884	706	866	965	1098	923
TMEM159	18	72	142	117.4210506	69	42	64	58	60	89.26773642
SCYL3	358	551	672	565	430	474	454	698	642	584
KIAA1219	2534	4830	6084	3781	3922.054867	3167	4585	4480	4626.084391	3629
LYRM1	233	575	741	450	298	344	400	463.006667	591	404
C6orf162	264	372	669	403	422	329	320	402	470	428
SLURP1	4	2	0	0	0	0	2	1	1	2
SLC44A2	1742	2213.656445	3269	1972	1667.871345	2396	2307	2993.915016	3562.938319	3136.884052
SMURF1	1128	2061	2903	1314	1380	1226	1542	1850	1882	1557
TMEM63C	1191	2085	1778	1899	1279	1194	1504	1611	1908.024984	1515
PHTF2	705	1238	1498	1285	1116	1001	1060	1555	1619	1217
JPH2	8	10	6	11	7	13	10	38	31	15
TRIM54	61	74	111	133	35	50	30	74	110	81
PELI2	305	565	700	468	471	403	523	616	446	619
PELI1	322	783	811	643	601	510	797	855	668	630.1056585
GJC2	79	229	235	125	182	96	279	218	236	230
SALL4	5	8	5	9	6	3	5	10	10	7
ASPHD2	128	266	405	225	151	154	242	127	168	198
ZNFX1	1143	1861	2301	1494.049715	1361	1216	1544	1975	1956	1843
DOLPP1	167	409	376.3943799	302.9055321	226	215	253	321	355	293
CAMK1G	1308	2142.206692	2540.979067	2036.953199	1421	1847	1743.975157	1690.959101	1791	1905.971971
CORO1B	272	673	644	442	385	347	574	607	656	829
VARS2	1094	1519	1254	1008.9375	650	563	1150.928653	1483	942	1085.874729
ZMIZ1	2330	3613	3607.258427	2664	1862	1893	3149	3343	3672	3496
KIAA1191	1358.011596	2270.81866	3276.192486	2384.961162	1750.401757	1661.639187	1850.582988	2080.194719	2344.499842	2096.81309
ACTR3B	643	1383.090243	1906.722916	1138	873	799.7911419	1044.064694	1062.944902	1165.868648	1018
SLC39A10	2924	5959	12563	7558	6466	4656	3798	4490	6032	4163
ANKRD50	658	1075	2411	1343	1301	1226	987	1351	1396	1135
C15orf17	882.7470028	1579.01467	1954.52	1207	1072	954	1201.269393	1389.249949	1393	1294
NPAL3	1789	4509.140976	5769.350485	3555.011846	3052.940708	2698.139763	4463.201031	3990.046353	4264.237414	3955.200183
C20orf74	1507	2179	2301.417928	1189	1341	1429	2130	2126	1996	1736.009819
THOC2	1918	3609	3409	2423	2782	2433	2912	3587	3323	2847
ADAMTSL3	355	847	836	442	605	427	830	1024.775743	637	607
KIAA1147	2163	4572	5022	3103	3255	2571	4104	4021	4333	3438
SEPN1	779	1132	1195	994	656	600	988	1157	1447	1317
VN1R1	100	152	148	128	82	104	150	208	146	150
MCOLN1	189	364	378	263	225	202	292	354	432	360
ATP10A	482	417	463	359	366	363	497	528	603	502
ATP8B2	1559	2358	2296	1628	1481	1146	1828	1919	2159	1630
ATP10D	536	912	794	591	629	501	919	991	874	762
ZNF248	1378	2183	2762.642857	1564.193316	1807.54053	1519.661017	1779	1930.492537	2205	1661.173337
SLC45A4	632	1252	1423	705	538	491	1111	646	759	869
GPR126	68	107	152	69	70.6	124	140	130	106	217
KIAA0495	318	596	665	345	374	278	523	527	549	480
C13orf1	391.020404	639	1210.489982	870.9655229	764.8429791	677.0199187	587.0468952	680.866138	799.0054962	820.1974376
KIAA1199	603	1297	1435	1168	958	1304	960	1144	1383	1232
THAP11	158	366	476	349	255	205	316	354	307	306
VANGL2	168	360	310	188	224	175	240	399	308	268
TTC7A	590	1138	888	576	542	524	884.0032675	965	985	1067.885606
KIAA1244	4420	8336	10783	8318	6168	5480	7330	8407	9102	7614
ERGIC1	561	1253.013921	1397.955393	815.9189888	610	588	798	869	847.4843348	866
SMEK2	1852	3153.007254	4054	2435.503049	2968.01238	2649.009511	2871.968379	3398.044202	3694.001784	2869
LYRM2	655	1129	1856	1406	1012	963	1245	1424	1454	1172
LOC57228	7	25	13	19	12	11	20	11	8	15
SNX14	2591.838377	4784.530691	6940.130368	4813.375501	4681.132237	4281.145397	4086.933683	4832.333063	5637.987086	4483.260238
ZNF630	135	168	210	111	124	92	153	163	190.6841633	166
SLC4A10	5705.958952	11760.2824	18842.88624	13678.91515	9063.184613	9335.190199	9263.0864	8822.908488	11169.47734	9314.918303
CSRP2BP	588	1267	1907	1350	1058	1014	1178	1121	1220	1076
PBXIP1	2061	2602	2717	2211	1631	2225	2480	2710	2371	3868
CBX8	22	43	86	50	28	43	43	42	71	71
RCN3	66	123	145	78	63	69	148	96	138	108
ZNF286A	148	262.0395863	233.0325104	128.8299037	204	134	200	209.0150206	193.0170725	188
ZNF287	359	573	807	578	517	484	485	707	676	577
SENP7	1466	2157.00338	2676.813892	2048.670943	1999.019032	1912.004998	1872.015321	2516.3826	3119.004147	2353.903846
JPH3	2402	3674	4114	2914	1632	1657	2579	2263	2932	3443
ZNF304	293	475	734	492	387	328	391	496	493	438
TTYH1	4357.49494	5288.729296	8945.374656	5320.102144	3556.611737	4110.267002	3936.689504	6106.83409	7963.3741	7205.384076
GJD2	10	24	61	53	28	44	30	16	29	29
MRS2	535	897	1143	990.9624162	758.8800098	823	955.2194102	991	1108.970639	856.1383803
RHOJ	183	186	161	115	125	103	158	213	230	196
TMEM27	7	5	22	18	16	12	12	15	21	17
CLK4	1344.002681	1910.905081	2505.828433	1404.365831	1706.001388	1495.525025	1608.162119	2284.092093	2367.712495	2343.758495
S100A14	5	4	11	0	3	2	3	9	6	3
RAB22A	1793	3160	5617.649313	3657.855661	3358	2843	3277	3418	3629	3021
CYP20A1	394	631	727.3570079	534	432.004129	469.4245265	720	808.4307716	800.0005492	778.6577116
SPC25	41	19	37	7	4	22	13	40	34	56
ABHD6	463	1551	1576	882	991	645	1395	1084	1106	970
NMRAL1	228	519	863.2094465	575	407.9875776	236	402	445	652	496
LRTM1	69	90	89	92	69	45	76	81	64	41
MIF4GD	86	214	241	179	142	161	154	229	237	206
SCYL1	1403.804551	3141.959312	3658.558773	2726.978315	1798.961206	1478.016188	2474	2145.792269	2386.935948	2349
AS3MT	262	553	530	339	403	306	196	408	445	240
RHBDD2	1440	2431.961111	3995	2635	1707	1603	1803	1733	2406.986559	2325
C3orf14	383	881	1431	826	707	733	676	652	832	620
WDR18	156	319	374.9289674	301.3796037	120.0769391	150	221	229.9961575	268	282.8912169
SLC24A3	196	387	823	402	231	332	406	315	242	261
NDRG3	2601	6924	9640	5675	5164	4568	5582	4278	5468	3994
NDRG2	10925.05201	16761.99766	16265.76583	12579.33482	10698.11894	8678.890267	12878.15648	15772.71021	17225.16317	15406.58504
BIRC6	9452.069528	17840.60215	21401.78366	14300.4281	14019.53182	11609.86257	14087.57886	18370.3757	18671.00624	15709.20792
PLEKHG5	2276	2655	2177	2208	955	1109	1743	1711	1735	2005
ODZ2	1777	2634.608115	4325.061518	3001.452957	1902.514983	2085.281822	1826.353681	1965.605263	2721.493779	2194.905081
GALNTL1	1094	2216	2042	1546	1128	1025	1871	1624	2055	1411
DSCAML1	910	1766	1691	1124	963	818	1758	1646	1477	1602
REXO1	967	1141	1287	992	483	594	896	1104	1148	1353
KIAA1143	67	93	217	135	119	99	84	143	139	134
TMCC3	404	1100	928	598	930	546	1135	1293	1052	1031
GATAD2B	1640	2813	3686	2755	2263	2108	2496	2984	2964	2774
PPM1H	1504	3328	5096	2715	2637	2144	2614	2198	2864	2083
ISY1	493.0200424	707	911.0096348	667	477.0658854	616.0047255	480.0761796	690	987.0167885	626
KIAA1161	540	748	999	586	477	389	823	776	627	833
AMIGO1	386	745	1190	824	612	551	624	556	761	615
FAM40B	530	882	1570	886	727	559	744	901	967	740
TBC1D24	1136.164267	1488.034916	1925	1312.950661	926.8550303	910	1094.981132	1249	1711.932915	2016.217918
SFRS15	708	1130.961636	951	723	689	615	986.0242077	1074	1166	826
HHATL	976	2273	1832	929	1767	864	1313	989	1816	1982.018558
SLC12A5	6380	12880	18485	12848	8042	7399	9825	8392	10781	9558
PNMAL2	1998	3242	4967	3144	1764	1756	2427	2350	3328	3711
LRRC47	728	1481	2180	1386	1121	1031	1238	1151	1418	1261
ERMN	3192	8783	10217	5420	10089	6542	10150	12527.67113	11952	10515
CNOT6	850	1265.966102	1777	1064	1209	1107	1322	1599	1415.941176	1276.845789
ZNF512B	825	1029	1414	1176	543	649	794	1182	1180	1146
ZNF490	646	995	1077	708	680	621	861	934	1006	919
PLEKHH1	5605	10555	10799	6238	9429	7622	11087	16373	14628	14567
GRAMD1B	2078.959081	3478.988613	4474.954586	3094.865607	2293.126327	2024.960475	2902.209928	2412	2880.929678	2516.918709
SHROOM4	636	1582	1212	790	1215	1013	1618	2107	1541	1812
USP31	2276	5995	5113	3516	3530	2555	6640	3980	3970	3192
PRR12	960	1291	1014	1038	581	602	993	1173	1418	1449
PLEKHG1	821	990	1302	942	658	668	888	1016	1120	1166
RP13_347D8.3	0	4	4	0	3	3	3	2	2	8
KIAA1211	406	703	823	796	546	508.9520112	646	652.0143621	735	656
RNF150	602	875	1488	736	634	573	712	907	647	684
NLN	637	935	1314	969	818	665	817	935	1269	714
FAM62B	3183	4634	7217	4142	3795	4065	3935	4834	5833	4913
ODF2L	1446.95122	1649.027004	2136.029992	1793.938709	1401.008067	1510.789474	1255	1877.090944	2328.028448	2046
AHRR	143	225	305	165	141	145	153	236	192	206.5530243
ARID1B	2008	3601	3979	2395	2346	1985	3113	2883	3279	3031
HEG1	940	1294	1420.000939	1067.004118	1080	843	1701	2113	1772	1327
FAM80B	1073	1250	1713	1267	974	945	1159	1610	1620	1359
MKL2	5506	9113	12493	10004	6759	6506	7487	8268	9614	7976
LRFN2	348	673	739	535	338	296	436	427	549	529
KIDINS220	6588	14273	19212	10860	11116	10630	11686	11921	12537	11836
KIAA1257	112	125	165	143	60	106	94	83	118	172
NLGN4X	667	1243	2197	1419	1013	967	1192	1044	1213	1118
MTA3	2281.756663	4046.299966	4431.28851	3220.285158	2524.682549	2511.985052	3120.027463	3162.758138	3451.902956	2987.067703
AARS2	729	1105	1415	761	678	645	764	867	950	970
VISA	401	755	603	399	347	341.0084455	595	644	638	633.0080011
ZNF608	771	1461	1820	1022	1236.042666	963	1157	1629	1512	1529
INTS2	899	1569	1907	1062	1175	1172	1250	1517	1722	1370
MTUS1	2283.647958	4408.582883	3980.504123	2987.524159	4184.201219	3299.494688	6619.179323	5224.816561	4691.765142	4909.95137
XPO5	1070	1896	2531.979798	1607	1375	1274.034458	1722	1882.936873	1927	1489.666486
COG6	1279	2471	3450	2097.877739	1808.910548	1945.160184	1696.700474	2159.93486	2711.053667	2146
GPR158	1313	3133	6631	3141	2815	2319	2280	2390	3027	2317
CASKIN2	548	817	819	538	476	438	664	832	843	1031
CDGAP	859	1236	1129	1096	660	825	1183	1406	1082	1399
SERINC1	13440	27250	42499	26054	24414	23508	22550	26607	28531	26425
HECW2	2522	4579	5560.069194	3740.13339	3291.941705	2692.948718	3343	3992	4084.099433	3544
KIAA1303	1553.691437	2478	2707	2076.591322	1375.932168	1328	1973	2059	2627.143098	2457
SRGAP1	436.0544767	776	628	408	512	436	683	760	623	608
KIAA1305	208	341	359	187	186	190	265	316	289	315
CASKIN1	2781	4019	4300	3125	1648	1848	2824	2759	3661	4283
PCDH19	837	1175	2439	1964	1116	1361	1124	1311	1298	1302
KCTD16	1455	2304	3539	2563	1991	1844	2183	1910	2230	1740
RGAG1	20	38	46	29	23	21	26	32	31	28
CGN	196	287	214	98	164	103	232	221	233	195
HACE1	2189	3338	5233	3057	3114	2865	2751	3184	3302	2841
NUFIP2	2752	4756	6579	4443	4481	3916	5315	5290	5964	4506
TBC1D14	1693.076766	3255.908929	4245.298593	2397.504776	2166.660311	1989.745746	2500.272264	2892.299962	2866.010459	2828.808841
MIB1	3365	5834	9409	5493	5374	4198	5691	6427	6241	5672
KIAA1324	740	1454.842452	1877.605338	1079.529597	987.0131649	851.839371	831	1079.120401	1203	1007.57741
KIAA1328	346	586	476.4639555	399.4539162	430	389.0090735	369	571	518	517
SORCS2	1249	1564	1966	1307	1078	1333	1402	1803	2172	1943
ALPK3	162	212	283	170	111	143	191	192	190	158
WDR35	710.7164458	1086	1704.932054	1096.008346	1162	982.9597019	1016	1449.948658	1398	1273.896663
PTCHD2	322	601	552	435	222	210	407	453	510	391
ZNF398	706	1235	1471	1048	815	833	969	1068	1183	921
KLHDC5	1177	2277	4370	2750	2436	2108	2349	2445	2819	2351
TXNDC16	1039	2140	2882	1841	1917	1531	1300	2170	2494	2000
CC2D2A	987	1242	1323	949	892	890	1126	1299	1464.783945	1322
PDP2	296	641	708	396	405	331	599	448	486	429
ZNF624	157	342	440	273	342	256	306	356	417	291
IGSF9	2	11	5	8	6	5	1	18	11	17
TAOK1	4173	8572	9843	7195	6661	5596	7174	8170	8791	6634
